,업종명,종목명,2021_E,2021_S,2021_G,2022_E,2022_S,2022_G,Diff_E,Diff_S,Diff_G,2021_종가,2022_종가,등락률,연도
504,제조업,세아홀딩스,4.0,4.0,4.0,2.0,4.0,2.0,-2.0,0.0,-2.0,111000,101500,-0.0855855855855855,"21,22년"
505,제조업,세원이앤씨,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,1095,852,-0.2219178082191781,"21,22년"
506,제조업,세원정공,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,8090,8090,0.0,"21,22년"
507,제조업,세종공업,3.0,3.0,3.0,1.0,3.0,1.0,-2.0,0.0,-2.0,10950,4625,-0.5776255707762558,"21,22년"
508,제조업,세진중공업,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,6500,5730,-0.1184615384615384,"21,22년"
509,제조업,세하,3.0,3.0,3.0,1.0,2.0,1.0,-2.0,-1.0,-2.0,1860,1160,-0.3763440860215054,"21,22년"
510,제조업,센트랄모텍,1.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,28750,13000,-0.5478260869565217,"21,22년"
511,제조업,솔루스첨단소재,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,82300,33600,-0.5917375455650061,"21,22년"
512,제조업,송원산업,3.0,3.0,2.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,17900,17250,-0.0363128491620111,"21,22년"
513,제조업,수산중공업,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,2650,2675,0.0094339622641509,"21,22년"
514,제조업,시디즈,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,0.0,0.0,66800,42500,-0.3637724550898203,"21,22년"
515,제조업,신대양제지,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,87500,82800,-0.0537142857142857,"21,22년"
516,제조업,신도리코,2.0,2.0,4.0,2.0,1.0,4.0,0.0,-1.0,0.0,32850,32200,-0.0197869101978691,"21,22년"
517,제조업,신성이엔지,3.0,2.0,4.0,1.0,2.0,2.0,-2.0,0.0,-2.0,2360,1890,-0.1991525423728813,"21,22년"
519,제조업,신원,1.0,3.0,3.0,1.0,2.0,2.0,0.0,-1.0,-1.0,3430,1540,-0.5510204081632653,"21,22년"
520,제조업,쌍방울,1.0,3.0,2.0,1.0,2.0,1.0,0.0,-1.0,-1.0,738,376,-0.4905149051490515,"21,22년"
521,제조업,써니전자,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,3950,2265,-0.4265822784810126,"21,22년"
522,제조업,씨아이테크,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,988,825,-0.1649797570850202,"21,22년"
523,제조업,씨에스윈드,3.0,2.0,4.0,2.0,3.0,2.0,-1.0,1.0,-2.0,69400,58800,-0.1527377521613832,"21,22년"
524,제조업,아남전자,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,2365,1850,-0.2177589852008456,"21,22년"
525,제조업,아모레퍼시픽,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,181500,92700,-0.4892561983471074,"21,22년"
527,제조업,아세아제지,2.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,-2.0,45900,36600,-0.2026143790849673,"21,22년"
528,제조업,아이에스동서,3.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,45200,31550,-0.3019911504424779,"21,22년"
529,제조업,알루코,2.0,1.0,3.0,1.0,2.0,1.0,-1.0,1.0,-2.0,3995,2515,-0.3704630788485607,"21,22년"
530,제조업,애경산업,4.0,6.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,22200,11000,-0.5045045045045045,"21,22년"
531,제조업,에넥스,2.0,3.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,2445,880,-0.6400817995910021,"21,22년"
532,제조업,에스엘,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0,0.0,32750,30750,-0.0610687022900763,"21,22년"
533,제조업,에이블씨엔씨,2.0,4.0,4.0,1.0,3.0,3.0,-1.0,-1.0,-1.0,7680,4380,-0.4296875,"21,22년"
534,제조업,에이엔피,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,2095,1880,-0.1026252983293556,"21,22년"
535,제조업,엔케이,3.0,2.0,2.0,1.0,1.0,1.0,-2.0,-1.0,-1.0,1125,890,-0.2088888888888889,"21,22년"
536,제조업,영보화학,3.0,2.0,3.0,2.0,2.0,1.0,-1.0,0.0,-2.0,4260,3335,-0.2171361502347417,"21,22년"
537,제조업,영풍,1.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,-1.0,686000,630000,-0.0816326530612244,"21,22년"
538,제조업,영풍제지,3.0,2.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,7090,9240,0.3032440056417489,"21,22년"
539,제조업,영화금속,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,1980,899,-0.545959595959596,"21,22년"
540,제조업,영흥,2.0,3.0,4.0,1.0,1.0,3.0,-1.0,-2.0,-1.0,1080,705,-0.3472222222222222,"21,22년"
541,제조업,오뚜기,4.0,6.0,4.0,2.0,4.0,2.0,-2.0,-2.0,-2.0,481000,441500,-0.0821205821205821,"21,22년"
542,제조업,오리온,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,0.0,1.0,118000,101500,-0.1398305084745762,"21,22년"
544,제조업,우신시스템,2.0,2.0,4.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,6810,2615,-0.6160058737151248,"21,22년"
545,제조업,우진,2.0,2.0,4.0,1.0,2.0,3.0,-1.0,0.0,-1.0,9660,8400,-0.1304347826086956,"21,22년"
546,제조업,우진플라임,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,4435,3715,-0.1623449830890642,"21,22년"
547,제조업,원림,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,20900,20000,-0.0430622009569378,"21,22년"
548,제조업,유니드,3.0,4.0,4.0,2.0,4.0,3.0,-1.0,0.0,-1.0,116500,77000,-0.3390557939914163,"21,22년"
549,제조업,유니온,3.0,3.0,3.0,2.0,2.0,3.0,-1.0,-1.0,0.0,6950,5330,-0.2330935251798561,"21,22년"
550,제조업,유니온머티리얼,3.0,2.0,3.0,1.0,1.0,2.0,-2.0,-1.0,-1.0,3575,3060,-0.144055944055944,"21,22년"
551,제조업,유니켐,2.0,2.0,4.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,1385,1140,-0.1768953068592057,"21,22년"
552,제조업,유성기업,3.0,1.0,2.0,2.0,2.0,2.0,-1.0,1.0,0.0,3375,2645,-0.2162962962962963,"21,22년"
553,제조업,율촌화학,3.0,3.0,4.0,2.0,2.0,2.0,-1.0,-1.0,-2.0,22000,32600,0.4818181818181818,"21,22년"
554,제조업,이건산업,1.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,-3.0,14200,7480,-0.4732394366197183,"21,22년"
555,제조업,이구산업,3.0,2.0,4.0,2.0,2.0,2.0,-1.0,0.0,-2.0,3890,3025,-0.2223650385604113,"21,22년"
556,제조업,이수페타시스,3.0,5.0,2.0,3.0,4.0,1.0,0.0,-1.0,-1.0,4130,5890,0.4261501210653753,"21,22년"
557,제조업,이수화학,3.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,-2.0,15200,25200,0.6578947368421053,"21,22년"
558,제조업,이엔플러스,1.0,3.0,3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,3460,4980,0.4393063583815029,"21,22년"
559,제조업,이월드,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,2435,1565,-0.3572895277207392,"21,22년"
560,제조업,인디에프,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,1700,725,-0.5735294117647058,"21,22년"
561,제조업,인지컨트롤스,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,16800,8000,-0.5238095238095238,"21,22년"
562,제조업,인팩,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,-1.0,15850,6380,-0.5974763406940063,"21,22년"
563,제조업,일신방직,3.0,3.0,5.0,2.0,2.0,1.0,-1.0,-1.0,-4.0,114500,104000,-0.0917030567685589,"21,22년"
564,제조업,일정실업,2.0,2.0,2.0,1.0,1.0,2.0,-1.0,-1.0,0.0,23000,20500,-0.108695652173913,"21,22년"
565,제조업,일진다이아,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,37850,15750,-0.583883751651255,"21,22년"
566,제조업,일진디스플,3.0,3.0,3.0,1.0,1.0,2.0,-2.0,-2.0,-1.0,3465,1170,-0.6623376623376623,"21,22년"
567,제조업,일진머티리얼즈,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,100500,60600,-0.3970149253731343,"21,22년"
568,제조업,일진전기,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,5730,4375,-0.2364746945898778,"21,22년"
569,제조업,잇츠한불,4.0,3.0,4.0,1.0,2.0,3.0,-3.0,-1.0,-1.0,21550,14300,-0.3364269141531322,"21,22년"
570,제조업,자화전자,2.0,2.0,4.0,1.0,2.0,2.0,-1.0,0.0,-2.0,18650,18650,0.0,"21,22년"
572,제조업,제이에스코퍼레이션,1.0,2.0,4.0,1.0,1.0,3.0,0.0,-1.0,-1.0,25450,14150,-0.444007858546169,"21,22년"
573,제조업,제이준코스메틱,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,1150,421,-0.6339130434782608,"21,22년"
574,제조업,제일연마,2.0,2.0,4.0,1.0,1.0,4.0,-1.0,-1.0,0.0,8890,8150,-0.0832395950506186,"21,22년"
575,제조업,조광페인트,3.0,4.0,3.0,2.0,2.0,2.0,-1.0,-2.0,-1.0,8390,7550,-0.100119189511323,"21,22년"
576,제조업,조광피혁,1.0,2.0,3.0,1.0,1.0,3.0,0.0,-1.0,0.0,61500,49000,-0.2032520325203252,"21,22년"
577,제조업,조비,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,26600,14800,-0.4436090225563909,"21,22년"
578,제조업,조선내화,3.0,3.0,3.0,2.0,2.0,1.0,-1.0,-1.0,-2.0,88000,76500,-0.1306818181818181,"21,22년"
579,제조업,조선선재,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,109000,107000,-0.018348623853211,"21,22년"
580,제조업,조일알미늄,3.0,2.0,4.0,2.0,2.0,3.0,-1.0,0.0,-1.0,2375,2340,-0.0147368421052631,"21,22년"
581,제조업,조흥,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,207000,185500,-0.1038647342995169,"21,22년"
582,제조업,주연테크,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1155,689,-0.4034632034632034,"21,22년"
583,제조업,지누스,1.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,1.0,78100,31300,-0.5992317541613317,"21,22년"
584,제조업,지엠비코리아,2.0,2.0,3.0,1.0,2.0,1.0,-1.0,0.0,-2.0,6450,4855,-0.2472868217054263,"21,22년"
585,제조업,진양산업,1.0,2.0,2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,6770,6810,0.0059084194977843,"21,22년"
586,제조업,진양홀딩스,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,3230,3005,-0.0696594427244582,"21,22년"
587,제조업,진양화학,1.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,-1.0,4380,3755,-0.1426940639269406,"21,22년"
588,제조업,참엔지니어링,1.0,3.0,4.0,1.0,2.0,3.0,0.0,-1.0,-1.0,1260,866,-0.3126984126984127,"21,22년"
589,제조업,체시스,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-2.0,-1.0,1350,910,-0.3259259259259259,"21,22년"
590,제조업,카프로,3.0,2.0,4.0,2.0,1.0,2.0,-1.0,-1.0,-2.0,4145,2205,-0.4680337756332931,"21,22년"
591,제조업,컨버즈,3.0,2.0,3.0,1.0,1.0,2.0,-2.0,-1.0,-1.0,4100,4100,0.0,"21,22년"
592,제조업,케이비아이동국실업,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1015,619,-0.3901477832512315,"21,22년"
593,제조업,케이씨,3.0,2.0,4.0,1.0,3.0,2.0,-2.0,1.0,-2.0,22850,15500,-0.3216630196936542,"21,22년"
594,제조업,케이씨텍,3.0,3.0,3.0,1.0,2.0,3.0,-2.0,-1.0,0.0,22450,15100,-0.3273942093541203,"21,22년"
595,제조업,코리아써키트,4.0,2.0,4.0,2.0,1.0,1.0,-2.0,-1.0,-3.0,15750,14350,-0.0888888888888888,"21,22년"
596,제조업,코스맥스,5.0,5.0,4.0,4.0,5.0,2.0,-1.0,0.0,-2.0,124000,45800,-0.6306451612903226,"21,22년"
597,제조업,코스모신소재,3.0,2.0,3.0,2.0,2.0,1.0,-1.0,0.0,-2.0,42050,67100,0.5957193816884662,"21,22년"
598,제조업,코스모화학,3.0,2.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,15500,25200,0.6258064516129033,"21,22년"
599,제조업,코아스,2.0,2.0,4.0,1.0,1.0,4.0,-1.0,-1.0,0.0,1290,787,-0.389922480620155,"21,22년"
600,제조업,코오롱인더,4.0,5.0,5.0,3.0,5.0,5.0,-1.0,0.0,0.0,89200,43500,-0.5123318385650224,"21,22년"
601,제조업,코오롱플라스틱,3.0,4.0,4.0,2.0,3.0,4.0,-1.0,-1.0,0.0,16250,9730,-0.4012307692307692,"21,22년"
602,제조업,큐로,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,-2.0,504,326,-0.3531746031746032,"21,22년"
603,제조업,크라운제과,2.0,4.0,4.0,2.0,3.0,2.0,0.0,-1.0,-2.0,10300,8140,-0.2097087378640776,"21,22년"
604,제조업,태경비케이,2.0,3.0,3.0,2.0,2.0,1.0,0.0,-1.0,-2.0,5680,5190,-0.0862676056338028,"21,22년"
605,제조업,태경산업,2.0,3.0,4.0,2.0,2.0,2.0,0.0,-1.0,-2.0,6440,6450,0.0015527950310559,"21,22년"
606,제조업,태경케미컬,1.0,3.0,3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,13400,10000,-0.2537313432835821,"21,22년"
607,제조업,태광산업,3.0,5.0,4.0,1.0,2.0,2.0,-2.0,-3.0,-2.0,1000000,703000,-0.297,"21,22년"
608,제조업,태림포장,3.0,2.0,2.0,2.0,4.0,2.0,-1.0,2.0,0.0,4180,2525,-0.3959330143540669,"21,22년"
609,제조업,태원물산,2.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,5360,4260,-0.2052238805970149,"21,22년"
610,제조업,태평양물산,2.0,4.0,3.0,1.0,3.0,1.0,-1.0,-1.0,-2.0,2720,1200,-0.5588235294117647,"21,22년"
611,제조업,테이팩스,4.0,4.0,4.0,3.0,5.0,3.0,-1.0,1.0,-1.0,72400,57600,-0.2044198895027624,"21,22년"
612,제조업,토니모리,1.0,2.0,4.0,1.0,1.0,4.0,0.0,-1.0,0.0,6850,3260,-0.5240875912408759,"21,22년"
613,제조업,티에이치엔,2.0,3.0,4.0,1.0,2.0,1.0,-1.0,-1.0,-3.0,4260,3735,-0.1232394366197183,"21,22년"
614,제조업,티웨이홀딩스,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,-2.0,1270,480,-0.6220472440944882,"21,22년"
615,제조업,팜스코,4.0,5.0,4.0,3.0,5.0,2.0,-1.0,0.0,-2.0,6080,3675,-0.3955592105263157,"21,22년"
616,제조업,퍼스텍,2.0,2.0,3.0,1.0,1.0,2.0,-1.0,-1.0,-1.0,2125,3025,0.4235294117647059,"21,22년"
617,제조업,퍼시스,2.0,4.0,3.0,1.0,2.0,1.0,-1.0,-2.0,-2.0,39050,27400,-0.2983354673495518,"21,22년"
618,제조업,페이퍼코리아,3.0,2.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-2.0,1750,1140,-0.3485714285714286,"21,22년"
619,제조업,평화산업,4.0,2.0,4.0,1.0,2.0,3.0,-3.0,0.0,-1.0,2115,1255,-0.4066193853427896,"21,22년"
620,제조업,평화홀딩스,4.0,2.0,4.0,1.0,1.0,4.0,-3.0,-1.0,0.0,4995,2925,-0.4144144144144144,"21,22년"
621,제조업,포스코케미칼,5.0,6.0,4.0,4.0,5.0,3.0,-1.0,-1.0,-1.0,145500,199500,0.3711340206185567,"21,22년"
622,제조업,풀무원,5.0,6.0,6.0,4.0,6.0,5.0,-1.0,0.0,-1.0,17050,10250,-0.3988269794721407,"21,22년"
623,제조업,풍산,3.0,5.0,5.0,2.0,4.0,4.0,-1.0,-1.0,-1.0,33100,26100,-0.2114803625377643,"21,22년"
624,제조업,하이스틸,2.0,3.0,4.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,3440,3565,0.0363372093023255,"21,22년"
625,제조업,하이트진로,4.0,5.0,3.0,3.0,4.0,3.0,-1.0,-1.0,0.0,34800,25650,-0.2629310344827586,"21,22년"
626,제조업,한국내화,3.0,3.0,3.0,2.0,4.0,1.0,-1.0,1.0,-2.0,4010,2805,-0.300498753117207,"21,22년"
627,제조업,한국쉘석유,2.0,4.0,4.0,2.0,2.0,3.0,0.0,-2.0,-1.0,279000,249000,-0.1075268817204301,"21,22년"
628,제조업,한국조선해양,5.0,4.0,5.0,4.0,5.0,4.0,-1.0,1.0,-1.0,103000,72700,-0.2941747572815534,"21,22년"
629,제조업,한국주강,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,6000,2425,-0.5958333333333333,"21,22년"
630,제조업,한국철강,3.0,3.0,4.0,2.0,1.0,3.0,-1.0,-2.0,-1.0,8990,5820,-0.3526140155728587,"21,22년"
631,제조업,한국카본,3.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,-2.0,12550,11100,-0.1155378486055776,"21,22년"
632,제조업,한국콜마,4.0,5.0,4.0,4.0,4.0,4.0,0.0,-1.0,0.0,44650,34250,-0.2329227323628219,"21,22년"
633,제조업,한국타이어앤테크놀로지,4.0,5.0,3.0,3.0,5.0,2.0,-1.0,0.0,-1.0,41350,36550,-0.1160822249093107,"21,22년"
634,제조업,한국특강,2.0,3.0,3.0,2.0,2.0,1.0,0.0,-1.0,-2.0,2940,2130,-0.2755102040816326,"21,22년"
635,제조업,한국항공우주,5.0,6.0,4.0,3.0,5.0,2.0,-2.0,-1.0,-2.0,30550,47350,0.5499181669394435,"21,22년"
636,제조업,한국화장품제조,2.0,3.0,3.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,31550,18000,-0.4294770206022187,"21,22년"
637,제조업,한농화성,2.0,3.0,3.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,19650,13600,-0.3078880407124681,"21,22년"
638,제조업,한미반도체,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,32150,11800,-0.6329704510108864,"21,22년"
639,제조업,한섬,5.0,6.0,5.0,5.0,5.0,3.0,0.0,-1.0,-2.0,42150,25100,-0.4045077105575326,"21,22년"
640,제조업,한성기업,1.0,3.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,6610,5090,-0.2299546142208774,"21,22년"
641,제조업,한세실업,3.0,3.0,4.0,2.0,4.0,2.0,-1.0,1.0,-2.0,23200,14750,-0.3642241379310345,"21,22년"
642,제조업,한세예스24홀딩스,1.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,7970,4620,-0.4203262233375157,"21,22년"
643,제조업,한솔제지,5.0,5.0,5.0,4.0,5.0,4.0,-1.0,0.0,-1.0,14400,13650,-0.0520833333333333,"21,22년"
644,제조업,한솔케미칼,5.0,5.0,5.0,2.0,4.0,4.0,-3.0,-1.0,-1.0,329000,185500,-0.4361702127659574,"21,22년"
645,제조업,한솔테크닉스,4.0,5.0,5.0,3.0,5.0,4.0,-1.0,0.0,-1.0,6760,5200,-0.2307692307692307,"21,22년"
646,제조업,한솔홈데코,4.0,5.0,5.0,2.0,3.0,4.0,-2.0,-2.0,-1.0,2000,1055,-0.4725,"21,22년"
647,제조업,한온시스템,4.0,4.0,4.0,4.0,5.0,2.0,0.0,1.0,-2.0,14400,7800,-0.4583333333333333,"21,22년"
648,제조업,한일시멘트,4.0,4.0,3.0,4.0,5.0,1.0,0.0,1.0,-2.0,19300,11300,-0.4145077720207253,"21,22년"
649,제조업,한일철강,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,3235,2910,-0.1004636785162287,"21,22년"
650,제조업,한일현대시멘트,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,-1.0,34350,18200,-0.470160116448326,"21,22년"
651,제조업,한일홀딩스,4.0,4.0,3.0,4.0,5.0,1.0,0.0,1.0,-2.0,13950,10100,-0.2759856630824372,"21,22년"
652,제조업,한창제지,2.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,2050,1490,-0.2731707317073171,"21,22년"
653,제조업,한화,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,33500,25400,-0.2417910447761194,"21,22년"
654,제조업,한화솔루션,5.0,6.0,4.0,5.0,5.0,2.0,0.0,-1.0,-2.0,40850,47200,0.1554467564259486,"21,22년"
655,제조업,한화시스템,4.0,5.0,5.0,4.0,6.0,5.0,0.0,1.0,0.0,16400,11150,-0.3201219512195122,"21,22년"
656,제조업,한화에어로스페이스,5.0,5.0,5.0,4.0,5.0,3.0,-1.0,0.0,-2.0,45000,66300,0.4733333333333333,"21,22년"
657,제조업,해성디에스,5.0,6.0,5.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,43500,38000,-0.1264367816091954,"21,22년"
658,제조업,해태제과식품,1.0,4.0,4.0,1.0,3.0,2.0,0.0,-1.0,-2.0,8310,5880,-0.2924187725631769,"21,22년"
659,제조업,핸즈코퍼레이션,3.0,3.0,4.0,2.0,3.0,1.0,-1.0,0.0,-3.0,5530,2950,-0.4665461121157324,"21,22년"
660,제조업,현대건설기계,4.0,6.0,5.0,4.0,5.0,5.0,0.0,-1.0,0.0,40250,43000,0.0683229813664596,"21,22년"
661,제조업,현대로템,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,22500,24350,0.0822222222222222,"21,22년"
662,제조업,현대리바트,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-1.0,0.0,15850,8420,-0.468769716088328,"21,22년"
663,제조업,현대모비스,5.0,6.0,5.0,5.0,6.0,4.0,0.0,0.0,-1.0,252000,219000,-0.1309523809523809,"21,22년"
664,제조업,현대미포조선,5.0,6.0,5.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,75700,91800,0.2126816380449141,"21,22년"
665,제조업,현대비앤지스틸,4.0,6.0,4.0,4.0,4.0,1.0,0.0,-2.0,-3.0,16700,10400,-0.3772455089820359,"21,22년"
667,제조업,현대위아,5.0,6.0,5.0,5.0,5.0,4.0,0.0,-1.0,-1.0,84100,61100,-0.2734839476813318,"21,22년"
668,제조업,현대일렉트릭,5.0,6.0,5.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,22100,34350,0.5542986425339367,"21,22년"
669,제조업,현대제철,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,-1.0,44450,28100,-0.3678290213723285,"21,22년"
670,제조업,현대중공업,,,,4.0,5.0,4.0,,,,117000,109000,-0.0683760683760683,"21,22년"
671,제조업,형지엘리트,1.0,3.0,3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,3925,1455,-0.6292993630573248,"21,22년"
672,제조업,호전실업,1.0,2.0,4.0,1.0,1.0,2.0,0.0,-1.0,-2.0,13800,7250,-0.4746376811594203,"21,22년"
