,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
AJ네트웍스,서비스업,2020,1588170350000.0,451.43,18.13,-15.44,0.03908226565686631,2.98,B,D,B,B,9832682000.0
BNK금융지주,기타금융,2020,114156870957000.0,1085.89,8.43,-1.27,-3.567815370094514,2.565,A+,B+,A+,A+,103818134000.0
CS홀딩스,기타금융,2020,323725568000.0,9.53,91.3,-2.47,4.4238383627128774,21.784999999999997,C,D,C,B,573661000.0
DB금융투자,증권,2020,9959594273000.0,980.15,9.26,60.32,0.2154861416688278,0.91,B,D,A,B,12428667000.0
DB손해보험,보험,2020,60051327012000.0,823.21,10.83,7.68,0.07200332639099609,2.005,B+,A,A,B+,132095632000.0
DB하이텍,전기전자,2020,1178581197000.0,48.33,67.42,15.92,0.3312063317377554,3.485,B+,B+,A,B+,15207000000.0
JB금융지주,기타금융,2020,53375463000000.0,1224.83,7.55,0.3,-2.133236167638324,2.55,A+,A,A,A+,72685000000.0
KISCO홀딩스,철강금속,2020,1564589807000.0,17.21,85.31,-10.01,10.001235273516846,6.115,C,B,B,C,4499849000.0
LG이노텍,전기전자,2020,6038600272000.0,148.74,40.2,14.93,0.1022865582728228,6.06,A,A,A+,B+,16565000000.0
MH에탄올,음식료품,2020,449679366000.0,459.13,17.89,17.02,0.37025949256001717,19.75,B,C,B,B+,2277984000.0
OCI,화학,2020,4437236050000.0,85.99,53.77,-23.13,-0.09698000291330941,0.485,A,A,A+,A,0.0
SH에너지화학,화학,2020,117356594000.0,30.38,76.7,-33.56,0.046125949602644656,1.085,C,C,C,B+,0.0
SIMPAC,기계,2020,737277692000.0,58.9,62.93,-14.93,-0.06263717487421303,2.3,C,C,B,C,3449178000.0
SK이노베이션,화학,2020,38498146106000.0,149.04,40.15,-31.5,0.7485971690919289,2.295,A,A,A,A,0.0
STX,유통업,2020,617563000000.0,655.62,13.23,-33.69,0.0734531277347545,3.52,B,C,B+,B,0.0
STX엔진,기계,2020,809261679000.0,203.7,32.93,-3.92,0.10288838768668089,2.425,B+,B+,B+,B,0.0
STX중공업,기계,2020,467363346000.0,168.72,37.21,-2.37,0.06728742427721164,6.915000000000001,B,C,B+,B+,0.0
TCC스틸,철강금속,2020,306758932000.0,153.25,39.49,-1.23,-0.017289711997773898,0.755,C,B,B,C,840407000.0
가온전선,전기전자,2020,542461378000.0,105.82,48.59,3.27,0.012996094008263124,2.9699999999999998,B+,B,B+,B+,2358629000.0
강남제비스코,화학,2020,712155829000.0,22.26,81.79,2.49,0.1175087572143132,5.32,B,B,C,B,3250000000.0
강원랜드,서비스업,2020,3641632201000.0,12.15,89.16,-68.52,-1.373216046913451,0.98,A,B,A,A,0.0
갤럭시아에스엠,서비스업,2020,28554685000.0,37.82,72.56,-32.0,0.14684222108495393,11.32,C,D,C,C,0.0
경농,화학,2020,371525656000.0,75.77,56.89,9.14,0.09579031118891672,7.109999999999999,C,B,B+,C,4466162000.0
경동나비엔,전기전자,2020,734688738000.0,111.02,47.39,12.8,0.07721183130673634,10.26,B+,B,B+,B+,4721175000.0
경동도시가스,전기가스업,2020,699658165000.0,96.16,50.98,-23.61,0.00028947637388895077,2.085,B+,B,A,B+,5154124000.0
경동인베스트,기타금융,2020,589277835000.0,36.8,73.1,14.27,2.3967696403064536,15.139999999999999,B,C,B,B+,1090176000.0
경방,유통업,2020,1264902051000.0,70.49,58.66,-4.27,0.1487894958020366,3.83,C,C,B,B,3251909000.0
경보제약,의약품,2020,253239177000.0,62.27,61.62,12.3,0.09659394291288292,7.615,B,B,B,B,2390686000.0
경인양행,화학,2020,505102151000.0,121.17,45.21,-8.22,0.2544624405261685,1.17,B,B,C,B,2058838000.0
경인전자,전기전자,2020,57835598000.0,6.97,93.49,56.23,-0.2706897470039947,0.525,C,D,C,B,325347000.0
계양전기,기계,2020,294209839000.0,58.41,63.13,1.24,0.050772328803330324,3.445,B,B,B+,B,1197000000.0
고려산업,음식료품,2020,216577001000.0,111.01,47.39,-1.01,-0.016830766804780704,3.5199999999999996,C,C,C,C,863500000.0
고려아연,철강금속,2020,8499645578000.0,19.93,83.38,13.25,0.0807698075546133,5.34,B,B+,C,B+,265113600000.0
고려제강,철강금속,2020,2245729071000.0,53.51,65.14,-14.78,0.41068495159736695,9.585,B,B+,B+,C,5998000000.0
광동제약,의약품,2020,830643379000.0,65.41,60.46,0.45,0.029868186546123,4.15,B,C,B+,B+,4108061000.0
광명전기,전기전자,2020,165884690000.0,51.1,66.18,-6.31,0.04682853486884197,5.215,C,C,C,C,650064000.0
광전자,전기전자,2020,243369783000.0,20.92,82.7,-9.63,0.035838537705190084,0.43,B,C,B,B+,0.0
광주신세계,유통업,2020,784428251000.0,12.34,89.02,-4.76,0.3437101852102937,2.275,B+,C,A,B+,5570033000.0
교보증권,증권,2020,10111145262000.0,700.36,12.49,21.66,-0.5167782356295472,1.2449999999999999,B,D,B+,B,21516049000.0
국도화학,화학,2020,930557566000.0,68.51,59.35,1.0,0.09434499711091691,4.935,B,B,B,B,6535592000.0
국동,유통업,2020,180700682000.0,115.54,46.39,13.6,0.15548729934521602,1.63,B,D,C,B+,1931490000.0
국보,운수창고업,2020,90823631000.0,194.62,33.94,23.39,-0.19942718009345267,2.455,C,B,C,C,0.0
국제약품,의약품,2020,145625552000.0,106.56,48.41,17.34,0.04031099869580682,17.095,C,D,B,C,0.0
그린케미칼,화학,2020,176839793000.0,56.17,64.03,4.54,0.1362479393394335,3.96,B,B,B,B,3265528000.0
극동유화,화학,2020,292655448000.0,69.41,59.03,-21.71,0.039460949989876495,5.82,B,B,C,B,4713719000.0
금강공업,철강금속,2020,779160209000.0,120.56,45.34,-8.69,0.05549670346275589,0.305,C,C,B,B,996621000.0
금양,화학,2020,219851714000.0,175.52,36.29,2.0,-0.004197009790949987,3.73,D,D,C,C,0.0
금호에이치티,운수장비,2020,344298589000.0,54.3,64.81,-12.53,0.08143375429145462,0.38,D,D,C,C,0.0
금호전기,전기전자,2020,67783031000.0,1498.44,6.26,-28.29,-0.009870324711574247,26.035,B,B,B,B,0.0
금호타이어,화학,2020,3846201934000.0,229.41,30.36,-8.38,0.1312752774228142,0.83,B,B,C,B+,0.0
까뮤이앤씨,건설업,2020,166218114000.0,100.83,49.79,-42.94,-0.13616438610267795,2.73,C,D,C,B,664684000.0
깨끗한나라,종이목재,2020,563050290000.0,159.7,38.51,-0.44,0.10530767210648305,1.71,B+,B,B+,B+,3763745000.0
남광토건,건설업,2020,204018820000.0,207.71,32.5,0.75,0.16033665879426126,3.45,B,B,B,B,0.0
남선알미늄,철강금속,2020,295152804000.0,55.72,64.22,-17.34,-0.033648146009870566,2.535,B,C,B+,B,0.0
남성,유통업,2020,193273608000.0,156.07,39.05,26.84,0.025973337515683814,1.25,C,D,B,B,630084000.0
남양유업,음식료품,2020,998290784000.0,15.99,86.22,-7.95,-0.052796277797661335,0.24,B,C,B,B+,854707000.0
남해화학,화학,2020,589444547000.0,30.14,76.84,-14.94,0.051985644331555836,5.015,B,B,B,B+,3835896000.0
넥센,화학,2020,4239211984000.0,107.67,48.15,-14.09,0.6384964469763217,4.595,B+,B,B+,B+,4777085000.0
넥센타이어,화학,2020,3541080327000.0,128.91,43.69,-16.03,0.1481809065183935,7.245,B+,B+,B+,B,10812160000.0
넷마블,서비스업,2020,8223428816000.0,45.53,68.71,14.05,0.2700624515299664,34.935,B,D,B+,B+,62760827000.0
노루페인트,화학,2020,666659131000.0,99.68,50.08,-0.7,0.07191405802376157,4.425,B,B,B,B,5629675000.0
노루홀딩스,기타금융,2020,1051083865000.0,81.86,54.99,-4.1,2.6489723635219464,13.785,C,C,B,C,4688975000.0
녹십자,의약품,2020,2151399594000.0,69.49,59.0,9.81,0.02930008446269266,13.36,B+,B,A,B,17120000000.0
녹십자홀딩스,서비스업,2020,3241202077000.0,93.68,51.63,12.76,0.48408033255061245,9.209999999999999,B,C,B+,B,22702000000.0
농심,음식료품,2020,2725528185000.0,33.02,75.18,12.62,0.1099357334853018,7.925,B+,B+,A,B,23130496000.0
농심홀딩스,기타금융,2020,1248142700000.0,28.21,78.0,8.74,1.731939349955938,9.7,B+,B,B+,B+,9275528000.0
다스코,기계,2020,249543946000.0,108.88,47.87,3.82,-0.06372698822736601,0.49,B,C,B,B+,0.0
다우기술,서비스업,2020,38622232830000.0,1090.14,8.4,63.1,-5.423257354912619,7.78,B,C,B+,B,0.0
대교,서비스업,2020,845161976000.0,51.22,66.13,-17.71,0.052256841434186886,0.675,B+,D,B+,A,4293192000.0
대구백화점,유통업,2020,508655893000.0,93.89,51.58,-10.22,-0.2031285935738444,0.23,B,D,B,B+,832803000.0
대덕,전기전자,2020,1638748950000.0,21.73,82.15,-99.69,6.9784053167616085,3.66,A,B+,A,A,10536814000.0
대덕전자,전기전자,2020,809177121000.0,,,,0.13486169050901473,,-,-,-,-,15464211000.0
대림통상,기계,2020,159653334000.0,108.89,47.87,-14.71,0.07433723379358764,0.445,B,B,B,B,0.0
대상,음식료품,2020,2528335047000.0,129.53,43.57,5.03,0.04647644919886277,2.585,B,B,B+,B,25226000000.0
대상홀딩스,기타금융,2020,3060158355000.0,130.78,43.33,5.68,5.549844490612496,25.65,B,C,B,B,8176859000.0
대성산업,유통업,2020,1101676164000.0,126.68,44.12,-2.86,0.036631666892534755,1.88,C,C,B,C,0.0
대성에너지,전기가스업,2020,702116962000.0,123.31,44.78,-4.09,0.047980650675467085,3.815,B,B,B+,B,6875000000.0
대성홀딩스,서비스업,2020,1181125455000.0,103.06,49.25,-3.16,2.008335464408281,4.315,B,C,B+,B,4022365000.0
대신증권,증권,2020,21503846682000.0,935.15,9.66,6.35,-0.20937755516518763,2.045,B,D,B+,B+,80439739000.0
대양금속,철강금속,2020,116257053000.0,53.44,65.17,-7.32,0.06552502936047547,3.985,B,B,C,B,0.0
대영포장,종이목재,2020,207957144000.0,35.13,74.0,-3.47,0.0652765835845742,11.425,C,B,C,D,0.0
대우건설,건설업,2020,9305916434000.0,247.63,28.77,-5.95,0.05347252128251299,3.135,B+,A,B,B+,0.0
대우조선해양,운수장비,2020,10320774854000.0,166.76,37.49,-15.89,-0.06510887942159334,5.515,B+,B+,B,A,0.0
대웅,기타금융,2020,1837532868000.0,64.52,60.78,-0.76,1.6592755570267554,11.559999999999999,C,C,B+,C,4154857000.0
대웅제약,의약품,2020,1366907921000.0,96.61,50.86,-5.21,0.106886523659119,120.20500000000001,B+,B,B+,B+,6457617000.0
대원강업,운수장비,2020,1017866947000.0,77.92,56.21,-10.31,0.06569633471358986,9.19,B,B,B+,B,6200000000.0
대원전선,전기전자,2020,192012755000.0,124.89,44.47,-8.47,0.022716089022673747,8.85,C,C,C,C,0.0
대원제약,의약품,2020,335214010000.0,57.55,63.47,-2.93,0.08144498447899359,7.23,B,D,B+,B+,3139905000.0
대원화성,화학,2020,129796349000.0,70.73,58.57,-18.24,-0.03688876494647645,0.61,B+,B+,B,B+,409226000.0
대유에이텍,운수장비,2020,1166526680000.0,387.5,20.51,14.16,0.24940431922196796,0.49,C,C,C,C,0.0
대유플러스,전기전자,2020,473214227000.0,291.11,25.57,-14.55,0.1927087402883018,14.46,C,C,C,C,0.0
대창,철강금속,2020,620282790000.0,180.23,35.69,3.85,-0.03057978970853508,31.785,C,B+,B,C,0.0
대창단조,운수장비,2020,247240846000.0,25.37,79.76,-4.61,0.0680325135990403,1.46,B,B,B,B,2331064000.0
대한방직,섬유의복,2020,213793933000.0,56.85,63.76,12.12,0.02537403640066786,16.525000000000002,C,C,C,B+,0.0
대한유화,화학,2020,2127550340000.0,12.32,89.03,-9.24,0.16244666168760266,2.135,B,B+,B+,C,18528300000.0
대한전선,전기전자,2020,1199462928000.0,233.52,29.98,2.71,0.011504235263575077,8.95,B+,B,B+,B+,0.0
대한제강,철강금속,2020,944860968000.0,72.3,58.04,7.28,0.25708630063398724,4.29,B,B+,B,B,6472053000.0
대한제당,음식료품,2020,1146241857000.0,139.51,41.75,0.84,0.05808885019765718,3.92,C,C,C,B,8055538000.0
대한제분,음식료품,2020,1084880808000.0,38.94,71.97,3.9,0.15257230247476444,13.355,C,C,B,C,3290448000.0
대한항공,운수창고업,2020,25190061074000.0,660.63,13.15,-40.03,0.18591527123678225,0.465,A,A,A+,B+,0.0
대한해운,운수창고업,2020,3345588771000.0,292.07,25.51,-12.09,0.518150044195934,4.885,B,C,B,B,0.0
대한화섬,화학,2020,722306185000.0,18.96,84.07,-23.94,0.15236632409975487,1.92,C,B,B+,C,460555000.0
대현,섬유의복,2020,252923294000.0,24.26,80.48,-15.48,0.05089832898234195,3.395,C,D,C,B,1771292000.0
대호에이엘,철강금속,2020,101175472000.0,269.02,27.1,3.31,-0.03826949747171116,30.93,B,B,C,B,0.0
더블유게임즈,서비스업,2020,1023166746000.0,10.27,90.69,28.09,0.8448737153215307,3.575,B,D,B+,B+,5941434000.0
더존비즈온,서비스업,2020,798975004000.0,100.76,49.81,16.67,0.34755276151524644,21.845,B,C,B+,B,16777045000.0
덕성,화학,2020,105039887000.0,58.58,63.06,35.69,0.051262872325548874,6.04,B,B,C,B+,703624000.0
덕양산업,운수장비,2020,513044314000.0,819.81,10.87,-4.96,0.02080061787580318,1.09,B,B,B,B,0.0
덴티움,의료정밀,2020,510235859000.0,123.2,44.8,-9.04,0.4235833552333611,11.58,C,D,C,B+,1724778000.0
도화엔지니어링,서비스업,2020,451680724000.0,75.86,56.86,11.39,0.03725455001944558,4.51,B+,B,B,B+,9323167000.0
동국제강,철강금속,2020,5418538742000.0,153.65,39.42,-7.99,0.1368913599106652,7.125,B+,B+,B+,B,18700000000.0
동남합성,화학,2020,81304054000.0,65.86,60.29,-0.9,-0.12426695376536885,6.32,C,D,C,B,0.0
동방,운수창고업,2020,526822001000.0,351.16,22.16,-6.48,0.03953269031216672,93.61,C,B,C,C,0.0
동방아그로,화학,2020,196027049000.0,38.25,72.33,3.91,0.051404711501926936,4.945,C,D,C,B,3002985000.0
동부건설,건설업,2020,954233550000.0,107.51,48.19,5.13,-0.03764580229972776,1.6749999999999998,C,C,B,B,20642000000.0
동서,유통업,2020,1525770284000.0,9.2,91.58,-1.83,0.19044703724611364,7.43,C,D,B,C,69070766000.0
동성제약,의약품,2020,125718175000.0,128.79,43.71,1.46,0.05705829157175399,4.155,C,D,B,B,0.0
동아쏘시오홀딩스,기타금융,2020,1511106333000.0,70.03,58.81,1.77,1.5519238645747315,3.6100000000000003,B+,C,A,A,6057156000.0
동아에스티,의약품,2020,980667424000.0,52.73,65.48,-4.18,0.04608268138709837,10.584999999999999,B+,D,B+,A,8438390000.0
동아지질,건설업,2020,334840487000.0,74.82,57.2,-17.39,0.07617028552541252,24.775000000000002,C,C,C,C,0.0
동양,비금속광물,2020,996760196000.0,27.86,78.21,11.88,0.06732175640976594,0.29,C,C,C,B,8024000000.0
동양고속,운수창고업,2020,167885900000.0,56.83,63.76,-40.53,-0.2911588148538951,0.47,B,C,B,B+,0.0
동양철관,철강금속,2020,153374077000.0,75.28,57.05,6.36,0.13715591710770314,7.6049999999999995,C,C,C,C,0.0
동양피스톤,운수장비,2020,346056812000.0,262.07,27.62,-11.84,0.08002089997707017,13.27,B,B,B,B+,751280000.0
동원산업,"농업, 임업 및 어업",2020,3106026197000.0,139.82,41.7,6.51,0.572904236181241,3.3949999999999996,B,C,B,B+,17055300000.0
동원수산,"농업, 임업 및 어업",2020,98150228000.0,103.81,49.07,-11.35,0.06662505694299627,0.585,C,D,B,B,0.0
동원시스템즈,화학,2020,1255817451000.0,103.71,49.09,3.47,0.22955590769331247,5.49,C,B,B,C,15425326000.0
동일고무벨트,화학,2020,275779246000.0,37.96,72.48,-7.15,0.09639262348330853,3.275,B+,B,B+,B+,1490000000.0
동일산업,철강금속,2020,417500512000.0,15.82,86.34,-6.04,0.07128860200260963,7.194999999999999,B,B+,C,B+,3898928000.0
동일제강,철강금속,2020,148570302000.0,14.46,87.36,-3.5,0.11342304719598414,24.48,C,C,C,B,0.0
동화약품,의약품,2020,433807800000.0,26.59,78.99,-11.42,0.1952902344085941,3.85,B,D,B+,B,4969391000.0
두산,서비스업,2020,30117622956000.0,290.65,25.6,-8.45,0.08167135340558794,1.8199999999999998,A+,A+,A+,A,19894955000.0
두산밥캣,기계,2020,6960607794000.0,70.86,58.53,-5.04,2.7725332944268986,5.18,B+,D,A,A,0.0
두산퓨얼셀,전기전자,2020,790187906000.0,54.17,64.86,0.0,-0.16462868878548584,14.565000000000001,-,-,-,-,0.0
두올,운수장비,2020,405736363000.0,121.21,45.21,-0.02,0.11477088783863618,5.4,B,C,B,B+,2597581000.0
드림텍,전기전자,2020,604275055000.0,99.92,50.02,86.87,0.059670001694087635,20.59,-,-,-,-,6542803000.0
디씨엠,철강금속,2020,227933255000.0,20.6,82.92,13.8,0.0419902101876935,3.14,C,C,C,B,4594000000.0
디아이,의료정밀,2020,228890878000.0,67.7,59.63,48.13,0.10646140933008717,6.3149999999999995,B,B,B,B,2589679000.0
디아이씨,운수장비,2020,604617280000.0,755.88,11.68,-8.25,0.3502944246508293,11.995,C,C,B,C,0.0
디와이,기타금융,2020,795605265000.0,70.3,58.72,-7.59,1.4150153892437285,8.195,C,C,C,B+,2466919000.0
디와이파워,기계,2020,287809531000.0,52.23,65.69,-11.27,0.13705235188092332,3.46,C,D,B,B,2427887000.0
락앤락,화학,2020,783185018000.0,17.71,84.95,3.29,0.3696825722151611,0.79,C,C,B+,C,0.0
롯데관광개발,서비스업,2020,1198450486000.0,430.05,18.87,-81.04,-8.139464879852126,2.79,C,D,B,C,0.0
롯데손해보험,보험,2020,16348179110000.0,1627.15,5.79,12.1,0.015737390911607443,0.365,B+,C,A,A,0.0
롯데쇼핑,유통업,2020,32829404196000.0,196.06,33.78,-8.16,0.17109842371754796,0.215,A,A,A+,A,79157792000.0
롯데정밀화학,화학,2020,1874589382000.0,13.63,88.0,-3.63,0.200818379013095,2.4699999999999998,A,A,A+,A,38205000000.0
롯데정보통신,서비스업,2020,649501374000.0,57.13,63.64,0.46,-0.017021701757555237,5.28,A,B+,A,A,10590557000.0
롯데지주,기타금융,2020,16680023234000.0,113.0,46.95,2.6,1.3169326604658207,0.5,B+,B,A,B,71548000000.0
롯데케미칼,화학,2020,19386545995000.0,41.38,70.73,-19.18,0.14292533080893824,17.455000000000002,B+,B,A,A,123391508000.0
롯데하이마트,유통업,2020,3349190376000.0,73.9,57.51,0.63,0.09132300309324735,4.79,A,B+,A+,A,28329254000.0
마니커,음식료품,2020,192098720000.0,167.23,37.42,-11.12,-0.119041758353992,1.25,C,D,B+,C,0.0
메리츠금융지주,기타금융,2020,69564425579000.0,911.51,9.89,27.58,-26.671242805633874,3.55,B+,D,B+,A,118463000000.0
메타랩스,섬유의복,2020,77019665000.0,44.06,69.42,-4.08,0.057304210791729704,0.77,C,D,B,B,0.0
명문제약,의약품,2020,243025043000.0,167.72,37.35,-14.39,-0.13842158791833753,1.995,C,D,B,B,0.0
모나리자,종이목재,2020,91311099000.0,28.23,77.99,-0.7,0.05687390187055519,10.67,B,B,B,B,2742058000.0
모나미,유통업,2020,195681831000.0,117.93,45.89,-3.24,0.0894871042935559,12.455,C,D,C,B,1322811000.0
모토닉,운수장비,2020,442437586000.0,6.71,93.72,-14.01,0.14191210699044568,5.78,B,B,B,B,8739432000.0
무림페이퍼,종이목재,2020,2194982288000.0,240.39,29.38,-15.49,0.23568060991419224,10.325,B+,B+,B+,B+,2080466000.0
무학,음식료품,2020,598757759000.0,14.1,87.64,-16.24,0.05897965515973677,6.5600000000000005,C,B,C,C,0.0
문배철강,철강금속,2020,187690632000.0,57.61,63.45,-6.07,0.018254948322613606,1.7650000000000001,C,D,C,B,979719000.0
미래산업,의료정밀,2020,95757333000.0,49.44,66.91,50.08,-0.017334077362079897,12.59,B,B,C,B,0.0
미래아이앤지,서비스업,2020,92320794000.0,3.19,96.91,-22.82,0.5167169582539407,1.245,C,D,C,C,0.0
미원상사,화학,2020,328954823000.0,22.94,81.34,18.0,0.19519281691637447,3.49,C,D,B,B,1242500000.0
미원홀딩스,기타금융,2020,331257263000.0,67.08,59.85,53.4,1.056034370782726,2.465,C,C,C,C,1160000000.0
미원화학,화학,2020,125335557000.0,11.01,90.08,3.56,0.1292058239824257,3.595,C,C,C,C,3055965000.0
백광산업,화학,2020,322745475000.0,82.1,54.91,1.74,0.12814689011162503,4.300000000000001,C,B,C,D,2207455000.0
백산,화학,2020,291097333000.0,137.76,42.06,-18.29,0.15964010707202939,0.905,C,C,B,B,2365556000.0
범양건영,건설업,2020,158124590000.0,93.67,51.63,-47.72,0.07313778582444846,2.76,C,D,C,B,0.0
벽산,비금속광물,2020,464447680000.0,59.19,62.82,2.45,0.08694172606972027,0.42,C,B,B,C,396686000.0
보락,화학,2020,54109129000.0,22.97,81.32,6.0,0.05300950565377484,77.865,C,D,C,B,239600000.0
보해양조,음식료품,2020,149117626000.0,89.6,52.74,3.36,0.10478383951528729,20.64,B,B,B,B,0.0
부광약품,의약품,2020,400968742000.0,47.85,67.63,0.87,0.004352663954160246,5.33,C,D,C,B,9337607000.0
부국증권,증권,2020,1608864797000.0,186.83,34.86,41.95,0.09807092713053864,2.06,B,D,B,B,10831521000.0
부국철강,철강금속,2020,132192727000.0,16.71,85.68,5.04,0.04801651191247391,22.9,D,D,C,C,1500000000.0
부산산업,비금속광물,2020,129019981000.0,58.41,63.13,-17.97,0.5935855328739219,134.15,D,D,C,C,0.0
부산주공,운수장비,2020,249781607000.0,837.65,10.67,-25.35,-0.04422429202815518,0.865,C,B,C,C,0.0
비비안,섬유의복,2020,189039184000.0,109.45,47.74,-8.39,0.019761700689305505,0.89,C,D,B,B,0.0
