회사명,거래소코드,회계년도,종합등급,환경,사회,지배구조,한국ESG연구소,Moody's,MSCI,S&P
AJ네트웍스,95570,2021,B,D,B,B,-,-,-,-
AK홀딩스,6840,2021,B+,B,B+,B+,-,-,-,1
BGF,27410,2021,A,A,A+,A,-,-,-,13
BGF리테일,282330,2021,A,A,A+,A,S,-,BBB,11
BNK금융지주,138930,2021,A+,A,A+,A+,A,-,A,38
BYC,1460,2021,B,D,B,B+,-,-,-,-
CJ,1040,2021,A,B+,A+,A,A,-,BBB,16
CJ CGV,79160,2021,A,B,A+,B+,-,-,-,12
CJ대한통운,120,2021,A,A,A+,A,A,-,BBB,62
CJ씨푸드,11150,2021,B,C,B+,B+,-,-,-,-
CJ제일제당,97950,2021,A,A,A+,A,S,-,A,78
CS홀딩스,590,2021,B,D,C,B+,-,-,-,-
DB,12030,2021,B,D,B+,B+,-,-,-,-
DB금융투자,16610,2021,B,D,B+,B,-,-,-,-
DB손해보험,5830,2021,A,A,A+,B+,A,-,BBB,57
DB하이텍,990,2021,A,A,A,A,A,-,-,17
DGB금융지주,139130,2021,A+,A,A+,A+,-,-,-,67
DL,210,2021,A,A+,A+,B+,B+,-,B,24
DL건설,1880,2021,B+,B+,A,B+,-,-,-,-
DL이앤씨,375500,2021,-,-,-,-,B+,-,-,29
DN오토모티브,7340,2021,B,B,C,B+,-,-,-,-
DRB동일,4840,2021,B+,B,B+,B+,-,-,-,-
DSR,155660,2021,B,B,B,B,-,-,-,-
DSR제강,69730,2021,C,C,C,B+,-,-,-,-
E1,17940,2021,B+,B+,A,B+,-,-,-,-
ESR켄달스퀘어리츠,0,2021,-,-,-,-,-,-,-,-
F&F,0,2021,-,-,-,-,-,-,-,3
F&F 홀딩스,7700,2021,B+,B+,A,B+,-,-,CCC,4
GKL,114090,2021,B+,B+,B+,B+,A+,-,-,4
GS,78930,2021,A,A,A,A,B,-,BBB,4
GS건설,6360,2021,A,A,A+,A,B+,-,BBB,66
GS글로벌,1250,2021,B+,B,B+,A,-,-,-,-
GS리테일,7070,2021,A,A,A,A,A,-,BB,4
HDC,12630,2021,B+,B,B+,A,-,-,-,2
HDC랩스,39570,2021,B,C,B,B+,-,-,-,-
HDC현대EP,89470,2021,B+,B,B+,B+,-,-,-,-
HDC현대산업개발,294870,2021,B,B,C,B+,B,-,B,4
HD현대,267250,2021,A,A,A+,A,A,-,BB,13
HJ중공업,97230,2021,B,C,B,B+,-,-,-,-
HL D&I,14790,2021,B+,B+,B+,B+,-,-,-,-
HLB글로벌,3580,2021,C,D,C,B,-,-,-,-
HL만도,204320,2021,A,B+,A+,A,A+,-,-,37
HL홀딩스,60980,2021,A,B,A+,A,-,-,-,18
HMM,11200,2021,A,A,A+,A,A,-,BB,29
HSD엔진,82740,2021,A,B+,A,A,-,-,-,-
JB금융지주,175330,2021,A+,A,A+,A+,-,-,-,55
JW생명과학,234080,2021,B,B,B+,B,-,-,-,9
JW중외제약,1060,2021,B,C,B+,B+,-,-,-,8
JW홀딩스,96760,2021,B,D,B+,B+,-,-,-,8
KB금융,0,2021,A+,A+,A+,A+,A,-,AA,89
KC그린홀딩스,9440,2021,B,D,C,B+,-,-,-,-
KC코트렐,119650,2021,C,D,C,B+,-,-,-,-
KEC,92220,2021,B,B,B+,B,-,-,-,-
KG스틸,16380,2021,B,B+,B,B,A,-,-,-
KG케미칼,1390,2021,C,C,C,B,-,-,-,2
KH 필룩스,33180,2021,C,C,B,C,-,-,-,-
KISCO홀딩스,1940,2021,B,B,B,B,-,-,-,-
KPX케미칼,25000,2021,C,B,C,C,-,-,-,-
KPX홀딩스,92230,2021,B,B,C,B+,-,-,-,-
KR모터스,40,2021,C,D,C,B,-,-,-,-
KSS해운,44450,2021,A,B+,A+,A,-,-,-,-
KTcs,58850,2021,A,B+,A,A,-,-,-,-
KTis,58860,2021,A,B+,A+,A,-,-,-,-
LF,93050,2021,B,D,B,B+,-,-,-,4
LG,3550,2021,A,A,A+,A,B+,-,BBB,18
LG디스플레이,34220,2021,B+,B,A,B+,A+,-,AA,59
LG생활건강,51900,2021,A,A,A+,A,A,-,A,80
LG에너지솔루션,0,2021,-,-,-,-,-,-,-,26
LG유플러스,32640,2021,A,A,A+,A,B+,-,BB,30
LG이노텍,11070,2021,A,A,A+,A,A,-,BBB,72
LG전자,66570,2021,A,A,A+,A,A+,-,A,75
LG헬로비전,37560,2021,B+,C,A,A,-,-,-,3
LG화학,51910,2021,B+,B+,A,B+,B+,-,BBB,62
LIG넥스원,79550,2021,A,A,A+,A,S,-,-,5
LS,6260,2021,A,B+,A+,B+,B+,-,-,1
LS네트웍스,680,2021,C,D,C,B,-,-,-,-
LS전선아시아,229640,2021,B,D,C,B+,-,-,-,-
LX세미콘,108320,2021,B+,B,B+,B+,-,-,-,7
LX인터내셔널,1120,2021,A,A,A+,A,B+,-,-,19
LX하우시스,108670,2021,A,A,A+,A,-,-,-,62
LX홀딩스,0,2021,-,-,-,-,-,-,-,-
MH에탄올,23150,2021,B,B,D,B+,-,-,-,-
NAVER,35420,2021,A+,A,A,A+,A,-,AAA,24
NH투자증권,5940,2021,A,A,A+,A,B+,-,BB,22
NICE,34310,2021,B+,B,A,B+,-,-,-,9
NI스틸,8260,2021,C,D,C,B,-,-,-,-
OCI,10060,2021,A,B+,A+,A,A+,-,BB,57
PI첨단소재,178920,2021,B+,B+,B,B+,A,-,-,5
POSCO홀딩스,5490,2021,A,A,B+,A+,A,-,BBB,76
S-Oil,10950,2021,A,B+,A+,A+,A+,-,BB,89
SBS,34120,2021,B,D,B+,B+,-,-,-,-
SGC에너지,5090,2021,B+,B+,A,B+,-,-,-,-
SG글로벌,1380,2021,C,C,C,C,-,-,-,-
SG세계물산,4060,2021,C,D,B,C,-,-,-,-
SHD,1770,2021,C,D,C,B,-,-,-,-
SH에너지화학,2360,2021,B,B,D,B+,-,-,-,-
SIMPAC,9160,2021,B,B,B,B,-,-,-,-
SK,34730,2021,A+,A+,A+,A+,A+,-,AA,76
SKC,11790,2021,A,A,A+,B+,A+,-,BB,25
SK가스,18670,2021,A,A,A+,A,-,-,-,30
SK네트웍스,1740,2021,A,B+,A+,A,A,-,-,42
SK디스커버리,6120,2021,A,A,A+,A,A+,-,-,34
SK디앤디,210980,2021,A,A,A+,A,-,-,-,1
SK렌터카,68400,2021,A,B+,A+,B+,-,-,-,28
SK바이오사이언스,302440,2021,-,-,-,-,B+,-,B,25
SK스퀘어,0,2021,-,-,-,-,-,-,-,-
SK아이이테크놀로지,0,2021,-,-,-,-,-,-,BB,24
SK이노베이션,96770,2021,A+,A,A+,A+,B+,-,A,77
SK증권,1510,2021,B+,C,A,B+,-,-,-,7
SK케미칼,285130,2021,A,A,A+,A,A+,-,BBB,58
SK텔레콤,17670,2021,A,A,A+,A,A+,-,A,88
SK하이닉스,660,2021,A,B+,A+,A,A+,-,A,79
SNT다이내믹스,0,2021,B,B,C,B,-,-,-,2
SNT모티브,64960,2021,B,C,B,B+,B+,-,-,11
SNT에너지,100840,2021,B,B,B,B,-,-,-,-
SNT홀딩스,36530,2021,B+,B,B,B+,-,-,-,-
SPC삼립,5610,2021,B+,B,A,B+,-,-,-,2
STX,11810,2021,B,D,B,B+,-,-,-,-
STX엔진,77970,2021,B+,B,B,B+,-,-,-,-
STX중공업,71970,2021,B,C,B,B+,-,-,-,-
SUN&L,2820,2021,B+,B,B,B+,-,-,-,-
TCC스틸,2710,2021,B,B,C,B,-,-,-,-
TYM,2900,2021,A,B+,A+,B+,-,-,-,-
WISCOM,24070,2021,C,C,C,B+,-,-,-,-
YG PLUS,37270,2021,C,D,C,B,-,-,-,-
가온전선,500,2021,B+,B,B+,B+,-,-,-,-
강남제비스코,860,2021,B,B,B,B+,-,-,-,-
강원랜드,35250,2021,A,B+,A,A,A,-,BB,52
갤럭시아에스엠,11420,2021,C,D,D,B,-,-,-,-
경농,2100,2021,B,B,B,B,-,-,-,-
경동나비엔,9450,2021,B+,B+,B+,B+,-,-,-,4
경동도시가스,267290,2021,A,B+,A,A,-,-,-,-
경동인베스트,12320,2021,B+,B+,A,B+,-,-,-,-
경방,50,2021,C,C,C,B+,-,-,-,-
경보제약,214390,2021,B+,B+,A,B+,-,-,-,11
경인양행,12610,2021,C,C,B,B,-,-,-,3
경인전자,9140,2021,C,D,C,B,-,-,-,-
계룡건설산업,13580,2021,C,D,D,B+,-,-,-,4
계양전기,12200,2021,B,B,B+,B,-,-,-,-
고려산업,2140,2021,C,C,D,B,-,-,-,-
고려아연,10130,2021,B,B+,C,B+,A,-,B,7
고려제강,2240,2021,B+,B+,B,B+,-,-,-,-
광동제약,9290,2021,B,C,B+,B+,-,-,-,10
광명전기,17040,2021,C,C,D,B,-,-,-,-
광전자,17900,2021,B,C,B,B+,-,-,-,-
광주신세계,37710,2021,A,B+,A,A,-,-,-,-
교보증권,30610,2021,B,D,B+,B,-,-,-,-
교촌에프앤비,339770,2021,-,-,-,-,-,-,-,-
국도화학,7690,2021,B,B,C,B+,-,-,-,5
국동,5320,2021,B,D,B,B+,-,-,-,-
국보,1140,2021,D,D,D,C,-,-,-,-
국제약품,2720,2021,B,D,B,B+,-,-,-,-
그린케미칼,83420,2021,B,B,C,B,-,-,-,-
극동유화,14530,2021,B,B,C,B,-,-,-,-
금강공업,14280,2021,C,C,C,B+,-,-,-,-
금비,8870,2021,C,C,C,B,-,-,-,-
금양,1570,2021,C,D,C,B+,-,-,-,-
금호건설,2990,2021,C,C,D,C,-,-,-,8
금호석유화학,11780,2021,B+,B,A,A,A,-,B,23
금호에이치티,214330,2021,C,C,C,B,-,-,-,-
금호전기,1210,2021,B,C,B,B+,-,-,-,-
금호타이어,73240,2021,B+,B+,A,B+,B+,-,-,19
기신정기,92440,2021,C,D,C,B,-,-,-,-
기아,270,2021,A+,A+,A+,A,A+,-,B,63
기업은행,24110,2021,A,A,A+,A,B+,-,B,31
까뮤이앤씨,13700,2021,C,D,C,B+,-,-,-,-
깨끗한나라,4540,2021,B,B+,B,B,-,-,-,-
남광토건,1260,2021,C,D,C,B,-,-,-,-
남선알미늄,8350,2021,C,C,B,B,-,-,-,4
남성,4270,2021,C,D,C,B,-,-,-,-
남양유업,3920,2021,B+,B+,B+,B+,-,-,-,-
남해화학,25860,2021,B,C,B,B+,-,-,-,2
넥센,5720,2021,B+,B+,A,B,-,-,-,-
넥센타이어,2350,2021,B+,B+,A,B+,A+,-,-,31
넷마블,251270,2021,B+,D,B+,A,B+,-,BBB,4
노루페인트,90350,2021,A,A,A+,B+,-,-,-,-
노루홀딩스,320,2021,A,A,A+,B+,-,-,-,-
녹십자,6280,2021,B+,B+,B+,B+,B+,-,CCC,7
녹십자홀딩스,5250,2021,B+,B+,B+,B+,B+,-,-,5
농심,4370,2021,B+,B,A,B,A,-,-,4
농심홀딩스,72710,2021,B+,B,A,B+,-,-,-,-
다스코,58730,2021,B,B,C,B+,-,-,-,-
다올투자증권,30210,2021,B+,C,A,B+,-,-,-,6
다우기술,23590,2021,B+,B,A,B+,-,-,-,4
다이나믹디자인,145210,2021,C,C,C,C,-,-,-,-
대교,19680,2021,B+,D,B+,A,-,-,-,-
대구백화점,6370,2021,B,D,B+,B+,-,-,-,-
대덕,8060,2021,A,B+,A,A,-,-,-,6
대덕전자,353200,2021,-,-,-,-,-,-,-,-
대동,490,2021,B+,B,B,B+,-,-,-,-
대동전자,8110,2021,C,C,C,B+,-,-,-,-
대림비앤코,5750,2021,C,C,C,B+,-,-,-,-
대림통상,6570,2021,C,C,C,C,-,-,-,-
대상,1680,2021,A,A,A+,B+,B+,-,-,29
대상홀딩스,84690,2021,A,A,A+,B+,-,-,-,-
대성산업,128820,2021,C,C,C,B+,-,-,-,-
대성에너지,117580,2021,B,B,B,B,-,-,-,-
대성홀딩스,16710,2021,B,C,B+,B,-,-,-,-
대신증권,3540,2021,A,B,A+,A,-,-,-,19
대양금속,9190,2021,C,C,C,B,-,-,-,-
대영포장,14160,2021,C,C,C,C,-,-,-,-
대우건설,47040,2021,A,B+,A,A,B+,-,B,33
대우부품,9320,2021,C,C,C,B,-,-,-,-
대우조선해양,42660,2021,A,B,A+,A,B+,-,CCC,20
대웅,3090,2021,B,D,B+,B,B+,-,-,8
대웅제약,69620,2021,C,D,B,B,B,-,-,11
대원강업,430,2021,B,B,C,B+,-,-,-,-
대원전선,6340,2021,C,C,C,B,-,-,-,-
대원제약,3220,2021,B,D,B,B+,-,-,-,4
대원화성,24890,2021,B,B,B,B+,-,-,-,-
대유에이텍,2880,2021,C,C,C,B,-,-,-,-
대유플러스,300,2021,C,C,C,C,-,-,-,-
대창,12800,2021,C,B,B,C,-,-,-,-
대창단조,15230,2021,B,B,C,B+,-,-,-,-
대한방직,1070,2021,C,C,C,B+,-,-,-,-
대한유화,6650,2021,B,B,B,B+,B+,-,-,2
대한전선,1440,2021,A,A,A+,A,A,-,-,9
대한제강,84010,2021,B,B,B,B,-,-,-,-
대한제당,1790,2021,B,B,C,B+,-,-,-,-
대한제분,1130,2021,B,C,C,B+,-,-,-,4
대한항공,3490,2021,A,A,A+,A,A,-,BB,25
대한해운,5880,2021,B,D,B,B+,-,-,-,6
대한화섬,3830,2021,B+,B,B+,B+,-,-,-,-
대현,16090,2021,B,D,B,B+,-,-,-,-
대호에이엘,69460,2021,B,B,C,B,-,-,-,-
더블유게임즈,192080,2021,B,D,B+,B+,B+,-,-,1
더존비즈온,12510,2021,B,C,B,B,-,-,BB,6
덕성,4830,2021,C,C,C,B+,-,-,-,-
덕양산업,24900,2021,C,C,C,B,-,-,-,-
덴티움,145720,2021,B,D,B,B+,-,-,-,-
도화엔지니어링,2150,2021,B+,B,B,B+,-,-,-,5
동국제강,1230,2021,B+,B+,B,B+,A,-,-,9
동남합성,23450,2021,C,D,C,B,-,-,-,-
동방,4140,2021,C,B,D,B,-,-,-,-
동방아그로,7590,2021,C,D,C,B+,-,-,-,-
동부건설,5960,2021,C,C,D,B+,-,-,-,-
동서,26960,2021,C,D,C,B,B,-,-,1
동성제약,2210,2021,C,D,C,B+,-,-,-,6
동성케미컬,102260,2021,B+,B,B+,B+,-,-,-,6
동아쏘시오홀딩스,640,2021,A,B+,A+,A,-,-,-,20
동아에스티,170900,2021,A,B+,A+,A,-,-,-,9
동아지질,28100,2021,C,D,D,B,-,-,-,3
동아타이어,282690,2021,C,D,C,B+,-,-,-,-
동양,1520,2021,C,C,C,B+,-,-,-,4
동양고속,84670,2021,B,C,C,B+,-,-,-,-
동양생명,82640,2021,B+,C,A,B+,-,-,-,3
동양철관,8970,2021,C,D,D,B,-,-,-,2
동양피스톤,92780,2021,B,B,C,B+,-,-,-,-
동원F&B,49770,2021,B+,B,A,B,B+,-,-,4
동원금속,18500,2021,C,D,C,B+,-,-,-,-
동원산업,6040,2021,B,C,B+,B+,B,-,-,6
동원수산,30720,2021,C,D,C,B+,-,-,-,-
동원시스템즈,14820,2021,B,C,B+,B,A,-,-,4
동일고무벨트,163560,2021,B+,B,B+,B+,-,-,-,-
동일산업,4890,2021,B,B,C,B+,-,-,-,-
동일제강,2690,2021,C,C,C,B,-,-,-,-
동화약품,20,2021,B,D,B+,B,-,-,-,8
두산,150,2021,A,A,A+,B+,A,-,-,72
두산밥캣,241560,2021,B+,C,A,A,A,-,BB,19
두산에너빌리티,34020,2021,A,A+,A,B+,A,-,B,71
두산퓨얼셀,336260,2021,B+,B,A,A,B+,-,-,5
두올,16740,2021,B,C,B,B+,-,-,-,-
드림텍,192650,2021,C,C,C,B+,-,-,-,-
디씨엠,24090,2021,C,D,C,B+,-,-,-,-
디아이,3160,2021,B,D,B,B+,-,-,-,-
디아이동일,1530,2021,C,D,C,B+,-,-,-,-
디아이씨,92200,2021,C,C,C,B,-,-,-,-
디와이,13570,2021,B,C,C,B+,-,-,-,-
디와이파워,210540,2021,B,C,C,B+,-,-,-,-
락앤락,115390,2021,C,C,C,B+,-,-,-,3
롯데관광개발,32350,2021,B,D,B,B,B,-,-,3
롯데손해보험,400,2021,A,B,A+,A,-,-,-,7
롯데쇼핑,23530,2021,A,A,A+,A,B+,-,BB,8
롯데정밀화학,4000,2021,A,A,A+,A,A+,-,-,20
롯데정보통신,286940,2021,A,A,A,A,-,-,-,-
롯데제과,280360,2021,A,A,A,A,-,-,-,21
롯데지주,4990,2021,A,B+,A+,A,A,-,BB,4
롯데칠성음료,5300,2021,A,B+,A+,A,A,-,-,3
롯데케미칼,11170,2021,A,B,A+,A,A,-,BBB,35
롯데푸드,0,2021,A,B+,A,A,-,-,-,-
롯데하이마트,71840,2021,A,A,A+,A,-,-,-,24
마니커,27740,2021,C,D,B,B,-,-,-,-
만호제강,1080,2021,C,C,C,B+,-,-,-,-
맵스리얼티1,#N/A,2021,-,-,-,-,-,-,-,1
메리츠금융지주,138040,2021,B+,D,B+,A,B+,-,-,1
메리츠증권,8560,2021,B+,C,A,B+,A,-,CCC,21
메리츠화재,60,2021,B,D,B+,B+,-,-,-,5
메타랩스,90370,2021,C,D,C,B+,-,-,-,-
명문제약,17180,2021,B,D,B,B+,-,-,-,-
명신산업,9900,2021,-,-,-,-,C,-,-,-
모나리자,12690,2021,B,B,C,B,-,-,-,-
모나미,5360,2021,C,D,C,B,-,-,-,-
모토닉,9680,2021,B,B,B,B+,-,-,-,-
무림P&P,9580,2021,A,B+,A,A,-,-,-,-
무림페이퍼,9200,2021,A,B+,B+,A,-,-,-,-
무학,33920,2021,B,D,B,B+,-,-,-,-
문배철강,8420,2021,C,D,C,B,-,-,-,-
미래산업,25560,2021,C,C,C,C,-,-,-,-
미래아이앤지,7120,2021,C,D,C,C,-,-,-,-
미래에셋생명,85620,2021,B+,C,A+,B+,-,-,-,3
미래에셋증권,6800,2021,B,B,C,B,-,-,-,-
미원상사,2840,2021,C,D,C,B,-,-,-,-
미원에스씨,268280,2021,B,B,B,B+,-,-,-,-
미원홀딩스,107590,2021,A,B+,A,A,-,-,-,-
미원화학,134380,2021,A,B+,B+,A,-,-,-,-
미창석유공업,3650,2021,B,D,B,B+,-,-,-,-
방림,3610,2021,C,D,C,B,-,-,-,-
백광산업,1340,2021,C,C,C,C,-,-,-,-
백산,35150,2021,C,D,C,C,-,-,-,-
범양건영,2410,2021,B+,C,A+,B+,-,-,-,3
벽산,7210,2021,B,B+,B,B,-,-,-,-
보락,2760,2021,C,D,C,B,-,-,-,-
보령,3850,2021,B+,B,A,B+,B+,-,-,6
보해양조,890,2021,C,D,C,B,-,-,-,-
부광약품,3000,2021,C,D,D,B+,B,-,-,2
부국증권,1270,2021,C,D,B,C,-,-,-,-
부국철강,26940,2021,C,D,C,B,-,-,-,-
부산산업,11390,2021,C,D,D,B,-,-,-,-
부산주공,5030,2021,C,B,D,B,-,-,-,-
비비안,2070,2021,D,D,C,C,-,-,-,-
비상교육,100220,2021,B,D,B+,B+,-,-,-,-
비케이탑스,30790,2021,C,D,C,C,-,-,-,-
빙그레,5180,2021,A,A,A+,A,-,-,-,9
사조대림,3960,2021,B+,C,A,B+,-,-,-,-
사조동아원,8040,2021,B,C,B,B+,-,-,-,-
사조산업,7160,2021,B,C,B,B+,-,-,-,1
사조씨푸드,14710,2021,B,C,B+,B+,-,-,-,-
사조오양,6090,2021,C,D,B,C,-,-,-,-
삼부토건,1470,2021,C,C,D,B+,-,-,-,-
삼성SDI,6400,2021,A,A,A+,B+,A+,-,A,75
삼성공조,6660,2021,C,C,C,B,-,-,-,-
삼성물산,28260,2021,A,A,A+,A,A,-,A,70
삼성바이오로직스,207940,2021,A,A,A+,A,B+,-,B,56
삼성생명,32830,2021,A,A,A+,B+,B+,-,BBB,41
삼성에스디에스,18260,2021,A,A,A+,A,A+,-,A,76
삼성엔지니어링,28050,2021,A,A,A+,A,A+,-,BBB,68
삼성전기,9150,2021,A,A,A+,B+,S,-,BBB,71
삼성전자,5930,2021,B+,A,A+,B,A,-,A,38
삼성제약,1360,2021,C,D,C,B,-,-,-,6
삼성중공업,10140,2021,B+,B,A,B+,A,-,CCC,51
삼성증권,16360,2021,A,A,A+,B+,A,-,A,76
삼성출판사,68290,2021,C,D,D,B+,-,-,-,-
삼성카드,29780,2021,A,A+,A+,A,A,-,A,10
삼성화재해상보험,810,2021,A,A+,A+,B+,A,-,A,72
삼아알미늄,6110,2021,B,B,C,B+,-,-,-,-
삼양사,145990,2021,A,A,A,B+,-,-,-,4
삼양식품,3230,2021,A,A,A+,A,-,-,-,6
삼양통상,2170,2021,B,C,C,B+,-,-,-,-
삼양패키징,272550,2021,B+,B,B+,B+,-,-,-,-
삼양홀딩스,70,2021,B+,A,A,B,A,-,-,5
삼영무역,2810,2021,B,D,C,B+,-,-,-,3
삼영전자공업,5680,2021,B,B,B,B+,-,-,-,-
삼영화학공업,3720,2021,B,B,C,B,-,-,-,-
삼원강재,23000,2021,C,B,D,B,-,-,-,-
삼익THK,4380,2021,B+,B,B,B+,-,-,-,2
삼익악기,2450,2021,C,D,C,B+,-,-,-,-
삼일씨엔에스,4440,2021,B,C,B,B+,-,-,-,-
삼일제약,520,2021,B,D,B,B+,-,-,-,-
삼정펄프,9770,2021,C,C,D,B,-,-,-,-
삼진제약,5500,2021,B,D,B,B+,-,-,-,7
삼천리,4690,2021,B+,B,A,B+,-,-,-,3
삼호개발,10960,2021,C,D,D,B,-,-,-,-
삼화왕관,4450,2021,B,B,C,B,-,-,-,-
삼화전기,9470,2021,C,C,C,B,-,-,-,-
삼화전자공업,11230,2021,C,C,C,B,-,-,-,-
삼화콘덴서공업,1820,2021,C,C,B,B,-,-,-,5
